numero_controle,contract_id,missing_fields_count,missing_fields
44477909000100-1-000518/2025,1222936,4,informacaoComplementar;linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
44477909000100-1-000528/2025,1244465,2,linkProcessoEletronico;fontesOrcamentarias
44477909000100-1-000535/2025,1250376,2,linkProcessoEletronico;fontesOrcamentarias
44478196000108-1-000017/2025,1246694,2,linkProcessoEletronico;fontesOrcamentarias
44480283000191-1-000065/2025,1177485,2,linkProcessoEletronico;fontesOrcamentarias
44480283000191-1-000066/2025,1177486,2,linkProcessoEletronico;fontesOrcamentarias
44480283000191-1-000067/2025,1177487,2,linkProcessoEletronico;fontesOrcamentarias
44480283000191-1-000069/2025,1229076,2,linkProcessoEletronico;fontesOrcamentarias
44480283000191-1-000070/2025,1229077,2,linkProcessoEletronico;fontesOrcamentarias
44480283000191-1-000071/2025,1229078,2,linkProcessoEletronico;fontesOrcamentarias
44480283000191-1-000072/2025,1234228,2,linkProcessoEletronico;fontesOrcamentarias
44480283000191-1-000073/2025,1246695,2,linkProcessoEletronico;fontesOrcamentarias
44480283000191-1-000074/2025,1248532,2,linkProcessoEletronico;fontesOrcamentarias
44480283000191-1-000075/2025,1250377,2,linkProcessoEletronico;fontesOrcamentarias
44482248000101-1-000032/2025,1216694,2,linkProcessoEletronico;fontesOrcamentarias
44482248000101-1-000035/2025,1261480,2,linkProcessoEletronico;fontesOrcamentarias
44482552000159-1-000041/2025,1243722,2,linkProcessoEletronico;fontesOrcamentarias
44483444000109-1-000201/2025,1222937,3,informacaoComplementar;linkProcessoEletronico;fontesOrcamentarias
44483444000109-1-000203/2025,1228010,3,informacaoComplementar;linkProcessoEletronico;fontesOrcamentarias
44483469000102-1-000018/2025,1155441,3,informacaoComplementar;linkProcessoEletronico;fontesOrcamentarias
44490662000162-1-000001/2025,926253,3,informacaoComplementar;linkProcessoEletronico;fontesOrcamentarias
44490662000162-1-000015/2025,1210223,12,informacaoComplementar;modalidadeNome;situacaoCompraNome;amparoLegal_nome;linkSistemaOrigem;linkProcessoEletronico;usuarioNome;modoDisputaNome;tipoInstrumentoConvocatorioNome;fontesOrcamentarias;existeResultado;orcamentoSigilosoCodigo
44490662000162-1-000016/2025,1210224,4,informacaoComplementar;linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
44490662000162-1-000017/2025,1216695,4,informacaoComplementar;linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
44490662000162-1-000018/2025,1155442,4,informacaoComplementar;linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
44490662000162-1-000020/2025,1253797,4,informacaoComplementar;linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
44493575000169-1-000018/2025,1261481,2,linkProcessoEletronico;fontesOrcamentarias
44497659000170-1-000068/2025,1136702,2,linkProcessoEletronico;fontesOrcamentarias
44497659000170-1-000080/2025,1154732,2,linkProcessoEletronico;fontesOrcamentarias
44497659000170-1-000084/2025,1253798,2,linkProcessoEletronico;fontesOrcamentarias
44498467000189-1-000405/2025,1248533,3,informacaoComplementar;linkProcessoEletronico;fontesOrcamentarias
44498467000189-1-000409/2025,1260211,2,linkProcessoEletronico;fontesOrcamentarias
44498988000136-1-000003/2025,1004687,2,linkProcessoEletronico;fontesOrcamentarias
44498988000136-1-000009/2025,1004688,2,linkProcessoEletronico;fontesOrcamentarias
44498988000136-1-000012/2025,1090281,2,linkProcessoEletronico;fontesOrcamentarias
44506100000160-1-000001/2025,926254,4,informacaoComplementar;linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
44518371000135-1-000068/2025,1008450,2,linkProcessoEletronico;fontesOrcamentarias
44518371000135-1-000083/2025,1210225,3,informacaoComplementar;linkProcessoEletronico;fontesOrcamentarias
44518371000135-1-000084/2025,1222938,3,informacaoComplementar;linkProcessoEletronico;fontesOrcamentarias
44518371000135-1-000085/2025,1222939,3,informacaoComplementar;linkProcessoEletronico;fontesOrcamentarias
44518371000135-1-000090/2025,1250378,3,informacaoComplementar;linkProcessoEletronico;fontesOrcamentarias
44518371000135-1-000091/2025,1250379,3,informacaoComplementar;linkProcessoEletronico;fontesOrcamentarias
44518371000135-1-000184/2024,774309,2,linkProcessoEletronico;fontesOrcamentarias
44531788000138-1-000037/2025,1004689,3,informacaoComplementar;linkProcessoEletronico;fontesOrcamentarias
44531788000138-1-000043/2025,1004690,3,informacaoComplementar;linkProcessoEletronico;fontesOrcamentarias
44531788000138-1-000120/2025,1183797,4,informacaoComplementar;linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
44531788000138-1-000126/2025,1210226,4,informacaoComplementar;linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
44531788000138-1-000128/2025,1244467,4,informacaoComplementar;linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
44531788000138-1-000132/2025,1251461,4,informacaoComplementar;linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
44531788000138-1-000247/2024,845478,3,informacaoComplementar;linkProcessoEletronico;fontesOrcamentarias
44531788000138-1-000251/2024,845479,4,informacaoComplementar;linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
44543981000199-1-000108/2025,1128609,2,linkProcessoEletronico;fontesOrcamentarias
44543981000199-1-000109/2025,1128610,2,linkProcessoEletronico;fontesOrcamentarias
44543981000199-1-000117/2025,1128611,2,linkProcessoEletronico;fontesOrcamentarias
44543981000199-1-000131/2025,1234231,2,linkProcessoEletronico;fontesOrcamentarias
44543981000199-1-000136/2025,1246696,2,linkProcessoEletronico;fontesOrcamentarias
44543981000199-1-000141/2024,458954,2,linkProcessoEletronico;fontesOrcamentarias
44543981000199-1-000385/2024,795946,2,linkProcessoEletronico;fontesOrcamentarias
44544005000150-1-000010/2025,1004691,2,linkProcessoEletronico;fontesOrcamentarias
44544005000150-1-000016/2025,1128612,2,linkProcessoEletronico;fontesOrcamentarias
44547305000193-1-000090/2025,1155443,2,linkProcessoEletronico;fontesOrcamentarias
44547305000193-1-000091/2025,1155444,2,linkProcessoEletronico;fontesOrcamentarias
44547305000193-1-000092/2025,1155445,2,linkProcessoEletronico;fontesOrcamentarias
44547305000193-1-000093/2025,1246697,2,linkProcessoEletronico;fontesOrcamentarias
44547305000193-1-000094/2025,1246698,2,linkProcessoEletronico;fontesOrcamentarias
44547305000193-1-000095/2025,1246314,2,linkProcessoEletronico;fontesOrcamentarias
44547305000193-1-000096/2025,1248040,2,linkProcessoEletronico;fontesOrcamentarias
44547305000193-1-000105/2025,1261482,2,linkProcessoEletronico;fontesOrcamentarias
44547305000193-1-000106/2025,1261483,2,linkProcessoEletronico;fontesOrcamentarias
44547313000130-1-000058/2025,1229079,2,linkProcessoEletronico;fontesOrcamentarias
44547313000130-1-000059/2025,1246699,2,linkProcessoEletronico;fontesOrcamentarias
44547313000130-1-000060/2025,1252607,2,linkProcessoEletronico;fontesOrcamentarias
44553016000105-1-000017/2025,1260215,4,informacaoComplementar;linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
44556207000112-1-000044/2025,1239695,2,linkProcessoEletronico;fontesOrcamentarias
44556207000112-1-000046/2025,1250380,2,linkProcessoEletronico;fontesOrcamentarias
44558849000150-1-000017/2025,1229785,2,linkProcessoEletronico;fontesOrcamentarias
44558856000152-1-000040/2025,1222940,12,informacaoComplementar;modalidadeNome;situacaoCompraNome;amparoLegal_nome;linkSistemaOrigem;linkProcessoEletronico;usuarioNome;modoDisputaNome;tipoInstrumentoConvocatorioNome;fontesOrcamentarias;existeResultado;orcamentoSigilosoCodigo
44558856000152-1-000041/2025,1240281,2,linkProcessoEletronico;fontesOrcamentarias
44558856000152-1-000043/2025,1244468,2,linkProcessoEletronico;fontesOrcamentarias
44558856000152-1-000044/2025,1246700,2,linkProcessoEletronico;fontesOrcamentarias
44563575000198-1-000028/2025,1222941,3,informacaoComplementar;linkProcessoEletronico;fontesOrcamentarias
44563575000198-1-000029/2025,1155446,3,informacaoComplementar;linkProcessoEletronico;fontesOrcamentarias
44563575000198-1-000030/2025,1244469,3,informacaoComplementar;linkProcessoEletronico;fontesOrcamentarias
44563575000198-1-000032/2025,1256255,2,linkProcessoEletronico;fontesOrcamentarias
44563575000198-1-000033/2025,1256256,2,linkProcessoEletronico;fontesOrcamentarias
44563575000198-1-000034/2025,1256257,2,linkProcessoEletronico;fontesOrcamentarias
44563575000198-1-000035/2025,1256258,2,linkProcessoEletronico;fontesOrcamentarias
44563575000198-1-000036/2025,1256259,2,linkProcessoEletronico;fontesOrcamentarias
44563575000198-1-000037/2025,1259372,3,informacaoComplementar;linkProcessoEletronico;fontesOrcamentarias
44563583000134-1-000201/2025,1216698,2,linkProcessoEletronico;fontesOrcamentarias
44563583000134-1-000548/2024,774310,2,linkProcessoEletronico;fontesOrcamentarias
44563583000134-1-000618/2024,795947,2,linkProcessoEletronico;fontesOrcamentarias
44563591000180-1-000047/2025,1244470,3,informacaoComplementar;linkProcessoEletronico;fontesOrcamentarias
44568277000190-1-000022/2025,1182675,2,linkProcessoEletronico;fontesOrcamentarias
44568277000190-1-000028/2025,1253799,2,linkProcessoEletronico;fontesOrcamentarias
44568277000190-1-000029/2025,1253800,2,linkProcessoEletronico;fontesOrcamentarias
44568277000190-1-000030/2025,1258827,2,linkProcessoEletronico;fontesOrcamentarias
44568277000190-1-000031/2025,1258807,12,informacaoComplementar;modalidadeNome;situacaoCompraNome;amparoLegal_nome;linkSistemaOrigem;linkProcessoEletronico;usuarioNome;modoDisputaNome;tipoInstrumentoConvocatorioNome;fontesOrcamentarias;existeResultado;orcamentoSigilosoCodigo
44573087000161-1-000220/2025,1216700,2,linkProcessoEletronico;fontesOrcamentarias
44573087000161-1-000230/2025,1234996,2,linkProcessoEletronico;fontesOrcamentarias
44616474000138-1-000066/2025,1128616,2,linkProcessoEletronico;fontesOrcamentarias
44616474000138-1-000089/2025,1251463,2,linkProcessoEletronico;fontesOrcamentarias
44660272000193-1-000131/2025,1129034,12,informacaoComplementar;modalidadeNome;situacaoCompraNome;amparoLegal_nome;linkSistemaOrigem;linkProcessoEletronico;usuarioNome;modoDisputaNome;tipoInstrumentoConvocatorioNome;fontesOrcamentarias;existeResultado;orcamentoSigilosoCodigo
44660272000193-1-000162/2025,1209065,3,informacaoComplementar;linkProcessoEletronico;fontesOrcamentarias
44660272000193-1-000166/2025,1215580,4,informacaoComplementar;linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
44660272000193-1-000167/2025,1215581,3,informacaoComplementar;linkProcessoEletronico;fontesOrcamentarias
44699908000100-1-000154/2025,1216701,2,linkProcessoEletronico;fontesOrcamentarias
44705055000172-1-000001/2024,774312,4,informacaoComplementar;linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
44707469000130-1-000013/2025,1227711,3,informacaoComplementar;linkProcessoEletronico;fontesOrcamentarias
44707469000130-1-000014/2025,1227712,3,informacaoComplementar;linkProcessoEletronico;fontesOrcamentarias
44707469000130-1-000015/2025,1227713,3,informacaoComplementar;linkProcessoEletronico;fontesOrcamentarias
44720530000180-1-000021/2025,1216702,3,informacaoComplementar;linkProcessoEletronico;fontesOrcamentarias
44720530000180-1-000022/2025,1215582,3,informacaoComplementar;linkProcessoEletronico;fontesOrcamentarias
44720530000180-1-000023/2025,1215583,3,informacaoComplementar;linkProcessoEletronico;fontesOrcamentarias
44720530000180-1-000024/2025,1246701,3,informacaoComplementar;linkProcessoEletronico;fontesOrcamentarias
44723674000190-1-000626/2025,1234234,3,linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
44723674000190-1-000637/2025,1242110,3,linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
44723674000190-1-000661/2025,1253801,3,linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
44723757000189-1-000014/2025,1227831,2,linkProcessoEletronico;fontesOrcamentarias
44730331000152-1-000072/2025,1182676,2,linkProcessoEletronico;fontesOrcamentarias
44730331000152-1-000077/2025,1216705,2,linkProcessoEletronico;fontesOrcamentarias
44730331000152-1-000078/2025,1216706,2,linkProcessoEletronico;fontesOrcamentarias
44730331000152-1-000079/2025,1222942,2,linkProcessoEletronico;fontesOrcamentarias
44730331000152-1-000081/2025,1234235,2,linkProcessoEletronico;fontesOrcamentarias
44730331000152-1-000087/2025,1252608,2,linkProcessoEletronico;fontesOrcamentarias
44730331000152-1-000088/2025,1256272,3,informacaoComplementar;linkProcessoEletronico;fontesOrcamentarias
44733608000109-1-000251/2025,1090283,4,informacaoComplementar;linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
44733608000109-1-000347/2025,1128617,4,informacaoComplementar;linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
44733608000109-1-000393/2025,1093056,4,informacaoComplementar;linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
44733608000109-1-000433/2025,1149531,4,informacaoComplementar;linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
44733608000109-1-000493/2025,1215421,4,informacaoComplementar;linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
44733608000109-1-000496/2025,1216708,2,linkProcessoEletronico;fontesOrcamentarias
44733608000109-1-000508/2025,1234236,2,linkProcessoEletronico;fontesOrcamentarias
44733608000109-1-000510/2025,1246702,2,linkProcessoEletronico;fontesOrcamentarias
44733608000109-1-000530/2025,1251467,2,linkProcessoEletronico;fontesOrcamentarias
44733608000109-1-000531/2025,1251468,2,linkProcessoEletronico;fontesOrcamentarias
44733608000109-1-000532/2025,1251469,2,linkProcessoEletronico;fontesOrcamentarias
44733608000109-1-000533/2025,1252468,4,informacaoComplementar;linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
44733608000109-1-000538/2025,1256273,2,linkProcessoEletronico;fontesOrcamentarias
44733608000109-1-000829/2024,795950,3,linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
44733608000109-1-000830/2024,795951,4,informacaoComplementar;linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
44763928000101-1-000271/2025,1234237,3,informacaoComplementar;linkProcessoEletronico;fontesOrcamentarias
44763928000101-1-000275/2025,1239671,3,informacaoComplementar;linkProcessoEletronico;fontesOrcamentarias
44780609000104-1-000099/2025,1240017,3,informacaoComplementar;linkProcessoEletronico;fontesOrcamentarias
44780609000104-1-000108/2025,1249193,2,linkProcessoEletronico;fontesOrcamentarias
44780609000104-1-000109/2025,1250381,12,informacaoComplementar;modalidadeNome;situacaoCompraNome;amparoLegal_nome;linkSistemaOrigem;linkProcessoEletronico;usuarioNome;modoDisputaNome;tipoInstrumentoConvocatorioNome;fontesOrcamentarias;existeResultado;orcamentoSigilosoCodigo
44780609000104-1-000112/2025,1253802,3,informacaoComplementar;linkProcessoEletronico;fontesOrcamentarias
44780609000104-1-000113/2025,1253803,3,informacaoComplementar;linkProcessoEletronico;fontesOrcamentarias
44780609000104-1-000114/2025,1256277,2,linkProcessoEletronico;fontesOrcamentarias
44826840000183-1-000077/2025,1155447,2,linkProcessoEletronico;fontesOrcamentarias
44826840000183-1-000078/2025,1155448,2,linkProcessoEletronico;fontesOrcamentarias
44826840000183-1-000079/2025,1155449,2,linkProcessoEletronico;fontesOrcamentarias
44831733000143-1-000004/2025,1234238,3,informacaoComplementar;linkProcessoEletronico;fontesOrcamentarias
44847663000111-1-000464/2025,1196839,2,linkProcessoEletronico;fontesOrcamentarias
44847663000111-1-000506/2025,1222944,2,linkProcessoEletronico;fontesOrcamentarias
44847663000111-1-000507/2025,1222945,2,linkProcessoEletronico;fontesOrcamentarias
44847663000111-1-000508/2025,1222946,2,linkProcessoEletronico;fontesOrcamentarias
44847663000111-1-000509/2025,1222947,2,linkProcessoEletronico;fontesOrcamentarias
44847663000111-1-000530/2025,1244471,2,linkProcessoEletronico;fontesOrcamentarias
44847663000111-1-000541/2025,1248534,2,linkProcessoEletronico;fontesOrcamentarias
44847663000111-1-000542/2025,1248535,2,linkProcessoEletronico;fontesOrcamentarias
44847663000111-1-000543/2025,1248099,2,linkProcessoEletronico;fontesOrcamentarias
44847663000111-1-000558/2025,1256280,2,linkProcessoEletronico;fontesOrcamentarias
44847663000111-1-000562/2025,1258701,2,linkProcessoEletronico;fontesOrcamentarias
44853505000174-1-000016/2025,1229081,2,linkProcessoEletronico;fontesOrcamentarias
44853505000174-1-000017/2025,1229082,2,linkProcessoEletronico;fontesOrcamentarias
44855443000130-1-000118/2025,1203457,12,informacaoComplementar;modalidadeNome;situacaoCompraNome;amparoLegal_nome;linkSistemaOrigem;linkProcessoEletronico;usuarioNome;modoDisputaNome;tipoInstrumentoConvocatorioNome;fontesOrcamentarias;existeResultado;orcamentoSigilosoCodigo
44855443000130-1-000120/2025,1210238,4,informacaoComplementar;linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
44855443000130-1-000125/2025,1246703,3,informacaoComplementar;linkProcessoEletronico;fontesOrcamentarias
44855443000130-1-000126/2025,1250382,4,informacaoComplementar;linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
44855443000130-1-000128/2025,1253804,3,informacaoComplementar;linkProcessoEletronico;fontesOrcamentarias
44855443000130-1-000129/2025,1253805,3,informacaoComplementar;linkProcessoEletronico;fontesOrcamentarias
44855443000130-1-001172/2024,889916,2,linkProcessoEletronico;fontesOrcamentarias
44855443000130-1-001265/2024,1004698,2,linkProcessoEletronico;fontesOrcamentarias
44880060000111-1-000064/2025,1092206,2,linkProcessoEletronico;fontesOrcamentarias
44880060000111-1-000095/2025,1215422,2,linkProcessoEletronico;fontesOrcamentarias
44880060000111-1-000099/2025,1216713,2,linkProcessoEletronico;fontesOrcamentarias
44880060000111-1-000105/2025,1234239,2,linkProcessoEletronico;fontesOrcamentarias
44880060000111-1-000107/2025,1155450,2,linkProcessoEletronico;fontesOrcamentarias
44880060000111-1-000108/2025,1155451,2,linkProcessoEletronico;fontesOrcamentarias
44880060000111-1-000109/2025,1155452,2,linkProcessoEletronico;fontesOrcamentarias
44880060000111-1-000114/2025,1256284,2,linkProcessoEletronico;fontesOrcamentarias
44880060000111-1-000115/2025,1262128,2,linkProcessoEletronico;fontesOrcamentarias
44880060000111-1-000116/2025,1261484,2,linkProcessoEletronico;fontesOrcamentarias
44881449000181-1-000007/2025,925342,2,linkProcessoEletronico;fontesOrcamentarias
44881449000181-1-000086/2025,1049773,2,linkProcessoEletronico;fontesOrcamentarias
44881449000181-1-000131/2025,1196841,2,linkProcessoEletronico;fontesOrcamentarias
44881449000181-1-000132/2025,1202241,2,linkProcessoEletronico;fontesOrcamentarias
44881449000181-1-000133/2025,1210241,2,linkProcessoEletronico;fontesOrcamentarias
44881449000181-1-000137/2025,1229083,2,linkProcessoEletronico;fontesOrcamentarias
44881449000181-1-000138/2025,1234240,2,linkProcessoEletronico;fontesOrcamentarias
44881449000181-1-000139/2025,1234241,2,linkProcessoEletronico;fontesOrcamentarias
44881449000181-1-000144/2025,1253806,2,linkProcessoEletronico;fontesOrcamentarias
44892693000140-1-000160/2025,1182678,3,linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
44892693000140-1-000162/2025,1216714,3,linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
44892693000140-1-000167/2025,1234242,12,informacaoComplementar;modalidadeNome;situacaoCompraNome;amparoLegal_nome;linkSistemaOrigem;linkProcessoEletronico;usuarioNome;modoDisputaNome;tipoInstrumentoConvocatorioNome;fontesOrcamentarias;existeResultado;orcamentoSigilosoCodigo
44892693000140-1-000170/2025,1234243,3,linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
44892693000140-1-000175/2025,1261485,3,linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
44919066000155-1-000035/2025,1222949,2,linkProcessoEletronico;fontesOrcamentarias
44919066000155-1-000036/2025,1222950,2,linkProcessoEletronico;fontesOrcamentarias
44919314000168-1-000001/2025,1202317,2,linkProcessoEletronico;fontesOrcamentarias
44919611000103-1-000056/2025,1140336,3,informacaoComplementar;linkProcessoEletronico;fontesOrcamentarias
44919611000103-1-000062/2025,1182679,3,informacaoComplementar;linkProcessoEletronico;fontesOrcamentarias
44919611000103-1-000064/2025,1228011,2,linkProcessoEletronico;fontesOrcamentarias
44919918000104-1-000065/2025,1169541,3,informacaoComplementar;linkProcessoEletronico;fontesOrcamentarias
44919918000104-1-000066/2025,1183807,3,informacaoComplementar;linkProcessoEletronico;fontesOrcamentarias
44919918000104-1-000069/2025,1222951,3,informacaoComplementar;linkProcessoEletronico;fontesOrcamentarias
44919918000104-1-000070/2025,1234244,3,informacaoComplementar;linkProcessoEletronico;fontesOrcamentarias
44919918000104-1-000071/2025,1234245,3,informacaoComplementar;linkProcessoEletronico;fontesOrcamentarias
44919918000104-1-000072/2025,1251478,3,informacaoComplementar;linkProcessoEletronico;fontesOrcamentarias
44926723000191-1-000039/2025,1202242,2,linkProcessoEletronico;fontesOrcamentarias
44935278000126-1-000132/2025,1203459,2,linkProcessoEletronico;fontesOrcamentarias
44935278000126-1-000137/2025,1216715,2,linkProcessoEletronico;fontesOrcamentarias
44935278000126-1-000138/2025,1216716,2,linkProcessoEletronico;fontesOrcamentarias
44935278000126-1-000139/2025,1240018,2,linkProcessoEletronico;fontesOrcamentarias
44935278000126-1-000148/2025,1252609,2,linkProcessoEletronico;fontesOrcamentarias
44935278000126-1-000149/2025,1253812,2,linkProcessoEletronico;fontesOrcamentarias
44935278000126-1-000151/2025,1253813,2,linkProcessoEletronico;fontesOrcamentarias
44935278000126-1-000152/2025,1253814,2,linkProcessoEletronico;fontesOrcamentarias
44935278000126-1-000153/2025,1258951,12,informacaoComplementar;modalidadeNome;situacaoCompraNome;amparoLegal_nome;linkSistemaOrigem;linkProcessoEletronico;usuarioNome;modoDisputaNome;tipoInstrumentoConvocatorioNome;fontesOrcamentarias;existeResultado;orcamentoSigilosoCodigo
44937365000112-1-000081/2025,1216717,2,linkProcessoEletronico;fontesOrcamentarias
44937365000112-1-000083/2025,1228012,2,linkProcessoEletronico;fontesOrcamentarias
44937365000112-1-000087/2025,1155453,2,linkProcessoEletronico;fontesOrcamentarias
44937365000112-1-000088/2025,1246704,2,linkProcessoEletronico;fontesOrcamentarias
44937365000112-1-000091/2025,1256285,2,linkProcessoEletronico;fontesOrcamentarias
44937365000112-1-000093/2025,1253816,2,linkProcessoEletronico;fontesOrcamentarias
44951515000142-1-000084/2025,1128619,2,linkProcessoEletronico;fontesOrcamentarias
44951515000142-1-000429/2024,774319,2,linkProcessoEletronico;fontesOrcamentarias
44956238000160-1-000036/2025,1228013,2,linkProcessoEletronico;fontesOrcamentarias
44956238000160-1-000038/2025,1241958,2,linkProcessoEletronico;fontesOrcamentarias
44959021000104-1-000075/2025,1092210,2,linkProcessoEletronico;fontesOrcamentarias
44959021000104-1-000076/2025,1092211,2,linkProcessoEletronico;fontesOrcamentarias
44959021000104-1-000120/2025,1196844,2,linkProcessoEletronico;fontesOrcamentarias
44959021000104-1-000123/2025,1196847,2,linkProcessoEletronico;fontesOrcamentarias
44959021000104-1-000134/2025,1228014,2,linkProcessoEletronico;fontesOrcamentarias
44959021000104-1-000135/2025,1228015,2,linkProcessoEletronico;fontesOrcamentarias
44959021000104-1-000145/2025,1248536,2,linkProcessoEletronico;fontesOrcamentarias
44959021000104-1-000150/2025,1253817,2,linkProcessoEletronico;fontesOrcamentarias
44959021000104-1-000151/2025,1253818,2,linkProcessoEletronico;fontesOrcamentarias
44959021000104-1-000152/2025,1253819,2,linkProcessoEletronico;fontesOrcamentarias
44959021000104-1-000154/2025,1253820,2,linkProcessoEletronico;fontesOrcamentarias
44959021000104-1-000155/2025,1261492,2,linkProcessoEletronico;fontesOrcamentarias
44959021000104-1-000156/2025,1261493,2,linkProcessoEletronico;fontesOrcamentarias
44984638000180-1-000022/2025,1158201,4,informacaoComplementar;linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
44988147000107-1-000003/2025,1234246,3,informacaoComplementar;linkProcessoEletronico;fontesOrcamentarias
44988742000142-1-000026/2024,660842,3,informacaoComplementar;linkProcessoEletronico;fontesOrcamentarias
45018125000187-1-000008/2025,1221700,4,informacaoComplementar;linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
45018125000187-1-000011/2025,1253821,4,informacaoComplementar;linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
45018125000187-1-000012/2025,1260219,4,informacaoComplementar;linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
45053962000147-1-000068/2025,1256287,4,informacaoComplementar;linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
45053962000147-1-000069/2025,1256288,4,informacaoComplementar;linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
45053962000147-1-000070/2025,1256289,4,informacaoComplementar;linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
45053962000147-1-000071/2025,1260220,4,informacaoComplementar;linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
45053962000147-1-000072/2025,1260221,4,informacaoComplementar;linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
45080766000161-1-000009/2025,1176104,4,informacaoComplementar;linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
45093267000109-1-000018/2025,1233027,3,informacaoComplementar;linkProcessoEletronico;fontesOrcamentarias
45093663000136-1-000058/2025,1229086,2,linkProcessoEletronico;fontesOrcamentarias
45093663000136-1-000059/2025,1229087,2,linkProcessoEletronico;fontesOrcamentarias
45093663000136-1-000060/2025,1229088,12,informacaoComplementar;modalidadeNome;situacaoCompraNome;amparoLegal_nome;linkSistemaOrigem;linkProcessoEletronico;usuarioNome;modoDisputaNome;tipoInstrumentoConvocatorioNome;fontesOrcamentarias;existeResultado;orcamentoSigilosoCodigo
45102052000107-1-000059/2025,1208914,4,informacaoComplementar;linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
45105289000141-1-000003/2025,1256290,4,informacaoComplementar;linkSistemaOrigem;linkProcessoEletronico;fontesOrcamentarias
45113502000167-1-000025/2025,1260223,2,linkProcessoEletronico;fontesOrcamentarias
45115391000128-1-000001/2025,969664,3,informacaoComplementar;linkProcessoEletronico;fontesOrcamentarias
45115391000128-1-000003/2025,1090287,3,informacaoComplementar;linkProcessoEletronico;fontesOrcamentarias
45122603000102-1-000398/2025,1216720,3,informacaoComplementar;linkProcessoEletronico;fontesOrcamentarias
45122603000102-1-000399/2025,1216721,3,informacaoComplementar;linkProcessoEletronico;fontesOrcamentarias
45122603000102-1-000400/2025,1216722,3,informacaoComplementar;linkProcessoEletronico;fontesOrcamentarias
45122603000102-1-000402/2025,1216723,3,informacaoComplementar;linkProcessoEletronico;fontesOrcamentarias
45122603000102-1-000403/2025,1216724,3,informacaoComplementar;linkProcessoEletronico;fontesOrcamentarias
45122603000102-1-000404/2025,1221865,3,informacaoComplementar;linkProcessoEletronico;fontesOrcamentarias
45122603000102-1-000422/2025,1246705,3,informacaoComplementar;linkProcessoEletronico;fontesOrcamentarias
45122603000102-1-000423/2025,1246706,3,informacaoComplementar;linkProcessoEletronico;fontesOrcamentarias
45122603000102-1-000827/2024,845494,2,linkProcessoEletronico;fontesOrcamentarias
45122942000180-1-000081/2025,1203465,2,linkProcessoEletronico;fontesOrcamentarias
45122942000180-1-000082/2025,1203466,2,linkProcessoEletronico;fontesOrcamentarias
45122942000180-1-000083/2025,1203467,2,linkProcessoEletronico;fontesOrcamentarias
45122942000180-1-000084/2025,1217477,2,linkProcessoEletronico;fontesOrcamentarias
45122942000180-1-000085/2025,1216725,2,linkProcessoEletronico;fontesOrcamentarias
45122942000180-1-000088/2025,1261494,2,linkProcessoEletronico;fontesOrcamentarias
